"feature","factor","value","view"
"SMYD2_S283","Factor6",-0.000510709243826568,"Phosphoproteomics"
"CHMP2B_S199","Factor6",2.39395794778829e-05,"Phosphoproteomics"
"LNPK_S411","Factor6",-0.00651515554636717,"Phosphoproteomics"
"GGA3_S159","Factor6",0.00756181264296174,"Phosphoproteomics"
"MAPK3_Y205","Factor6",-0.00525307422503829,"Phosphoproteomics"
"UBFD1_S70","Factor6",0.00344104180112481,"Phosphoproteomics"
"CLNS1A_S100","Factor6",0.00110662309452891,"Phosphoproteomics"
"EIF2B5_S539","Factor6",-0.00087779393652454,"Phosphoproteomics"
"RMC1_S329","Factor6",-0.00380452978424728,"Phosphoproteomics"
"GALM_S124","Factor6",-0.00291593186557293,"Phosphoproteomics"
"MIEF1_S94","Factor6",-0.0106452284380794,"Phosphoproteomics"
"RRAS2_S186","Factor6",0.00578936142846942,"Phosphoproteomics"
"PGM5_S122","Factor6",-0.000302109314361587,"Phosphoproteomics"
"ISOC1_Y159","Factor6",-0.0113111957907677,"Phosphoproteomics"
"NUDT2_Y114","Factor6",0.0151727655902505,"Phosphoproteomics"
"PSMA4_S188","Factor6",0.000969271408393979,"Phosphoproteomics"
"NBAS_S472","Factor6",-0.0035486810375005,"Phosphoproteomics"
"CCZ1B_S264","Factor6",-0.00378273171372712,"Phosphoproteomics"
"PURB_S105","Factor6",0.00657994532957673,"Phosphoproteomics"
"MAT2B_S282","Factor6",-0.0134643753990531,"Phosphoproteomics"
"SDHA_S522","Factor6",-0.00670846411958337,"Phosphoproteomics"
"SSRP1_S444","Factor6",0.0048458524979651,"Phosphoproteomics"
"MAOA_S383","Factor6",0.0171580966562033,"Phosphoproteomics"
"STRN_S245","Factor6",-0.00812170282006264,"Phosphoproteomics"
"EIF3G_S42","Factor6",0.0135873658582568,"Phosphoproteomics"
"TBC1D15_S205","Factor6",-0.0186471696943045,"Phosphoproteomics"
"USO1_S947","Factor7",-0.0208095572888851,"Phosphoproteomics"
"ALDOA_S100","Factor7",-0.000703280442394316,"Phosphoproteomics"
"OBSCN_S3402","Factor7",-0.0072135548107326,"Phosphoproteomics"
"PVALB_S73","Factor7",0.00381215964443982,"Phosphoproteomics"
"MYOZ1_S15;S16","Factor7",0.0170125421136618,"Phosphoproteomics"
"GPI_S131","Factor7",-0.0119588477537036,"Phosphoproteomics"
"STAT5A_Y694","Factor7",-0.0144769968464971,"Phosphoproteomics"
"ENO3_S104","Factor7",0.0145193105563521,"Phosphoproteomics"
"PNN_S442","Factor7",-0.0147798610851169,"Phosphoproteomics"
"VPS13D_S1711","Factor7",0.00556585378944874,"Phosphoproteomics"
"SPEG_S2115","Factor7",-0.00606125872582197,"Phosphoproteomics"
"TPM1_T199","Factor7",0.00263669085688889,"Phosphoproteomics"
"CAMK2B_T287","Factor7",0.0313543118536472,"Phosphoproteomics"
"MYH2_S1268","Factor7",-0.036452405154705,"Phosphoproteomics"
"RBM26_S127","Factor7",0.0106706591323018,"Phosphoproteomics"
"CA3_Y127","Factor7",-0.00694332038983703,"Phosphoproteomics"
"CAMK2D_T287","Factor7",-0.0040175300091505,"Phosphoproteomics"
"CDK16_S155","Factor7",0.0220049805939198,"Phosphoproteomics"
"TTC9_S15","Factor7",-0.0104494299739599,"Phosphoproteomics"
"XIRP2_S2669","Factor7",-0.0170703642070293,"Phosphoproteomics"
"FLNC_S1625","Factor7",-0.0157181937247515,"Phosphoproteomics"
"MYO18A_S271","Factor7",0.000188506004633382,"Phosphoproteomics"
"SYNPO2L_S191","Factor7",0.000135097492602654,"Phosphoproteomics"
"TNNI2_S39","Factor7",0.0025235372595489,"Phosphoproteomics"
"PDAP1_S60;Y70","Factor7",-0.0208760052919388,"Phosphoproteomics"
"MLIP_S84","Factor7",0.0146817388013005,"Phosphoproteomics"
"PGAM2_T152","Factor7",0.00127992534544319,"Phosphoproteomics"
"PYGM_S430","Factor7",-0.0177425276488066,"Phosphoproteomics"
"MYL9_T19;S20;S29","Factor7",-0.0390648990869522,"Phosphoproteomics"
"CAVIN1_S169","Factor7",0.00521818082779646,"Phosphoproteomics"
"SRRM1_S461;S463","Factor7",0.00335597945377231,"Phosphoproteomics"
"ENO2_S40","Factor7",-0.00542658334597945,"Phosphoproteomics"
"TXLNB_T476","Factor7",-0.00172660045791417,"Phosphoproteomics"
"MYH13_T1035","Factor7",-0.0303695220500231,"Phosphoproteomics"
"OCIAD1_S198","Factor7",0.0343283750116825,"Phosphoproteomics"
"RGD1311703_S145","Factor7",-0.007502063177526,"Phosphoproteomics"
"CARS_S102","Factor7",0.0279521569609642,"Phosphoproteomics"
"LDHA_S80","Factor7",0.00562094384804368,"Phosphoproteomics"
"CAVIN3_S165;S166","Factor7",-0.00246743019670248,"Phosphoproteomics"
"SRSF11_S427","Factor7",-0.0326327346265316,"Phosphoproteomics"
"MIF_S21","Factor7",0.0150835728272796,"Phosphoproteomics"
"TPD52_S290","Factor7",-0.0178024433553219,"Phosphoproteomics"
"PALLD_S102","Factor7",-0.00184833421371877,"Phosphoproteomics"
"DCN_S318","Factor7",-0.0229768399149179,"Phosphoproteomics"
"DES_S25","Factor7",0.00540810963138938,"Phosphoproteomics"
"PDLIM3_T137","Factor7",-0.00169869093224406,"Phosphoproteomics"
"LDB3_S266","Factor7",-0.00870580598711967,"Phosphoproteomics"
"PRR33_S212","Factor7",-0.00343823246657848,"Phosphoproteomics"
"LIMCH1_S827","Factor7",0.001257692463696,"Phosphoproteomics"
"ABLIM1_S411","Factor7",0.0185363739728928,"Phosphoproteomics"
"CAVIN4_S259","Factor7",-0.00627311691641808,"Phosphoproteomics"
"PPP3CB_S430","Factor7",0.00737592158839107,"Phosphoproteomics"
"CYB5R1_T56","Factor7",0.00277214869856834,"Phosphoproteomics"
"NAP1L4_S121","Factor7",-0.00332341226749122,"Phosphoproteomics"
"SMPX_T37","Factor7",-0.0190635286271572,"Phosphoproteomics"
"ACTA1_T320","Factor7",0.00385780166834593,"Phosphoproteomics"
"SPECC1L_S890","Factor7",-0.0411346144974232,"Phosphoproteomics"
"CANX_S563;S582","Factor7",0.023326188325882,"Phosphoproteomics"
"HSPB8_S57","Factor7",-0.0129333846271038,"Phosphoproteomics"
"HSPB7_S45","Factor7",0.013829393312335,"Phosphoproteomics"
"TMX4_S249;S257","Factor7",0.00668575614690781,"Phosphoproteomics"
"UBAP2_S634","Factor7",0.000611710594967008,"Phosphoproteomics"
"LOC120096209_T73","Factor7",0.00922234542667866,"Phosphoproteomics"
"CAMK2A_S335","Factor7",-0.000390480039641261,"Phosphoproteomics"
"PHLDB1_S556","Factor7",-0.0132667645812035,"Phosphoproteomics"
"CACNB1_S146","Factor7",-0.0142509238794446,"Phosphoproteomics"
"RPS6_S235;S236","Factor7",0.0193568654358387,"Phosphoproteomics"
"HNRNPC_S268","Factor7",-0.00198153336532414,"Phosphoproteomics"
"ASPH_S135","Factor7",-0.0034861525055021,"Phosphoproteomics"
"HACD1_S13;S16","Factor7",-0.0247279834002256,"Phosphoproteomics"
"DTNA_S308","Factor7",-0.00481451628729701,"Phosphoproteomics"
"FLAD1_S466","Factor7",-0.00402945000678301,"Phosphoproteomics"
"MLF1_T256","Factor7",0.00921429321169853,"Phosphoproteomics"
"HSPB6_S16","Factor7",0.0286242756992579,"Phosphoproteomics"
"ARPP19_T94","Factor7",-0.00604457594454288,"Phosphoproteomics"
"EEF2_T57;T59","Factor7",0.0255452077835798,"Phosphoproteomics"
"PGRMC2_T210","Factor7",-0.0100573468953371,"Phosphoproteomics"
"FBXO30_S379","Factor7",0.00935170333832502,"Phosphoproteomics"
"MAP1S_S659","Factor7",0.0251206457614899,"Phosphoproteomics"
"CDKN1B_S106","Factor7",0.010533538646996,"Phosphoproteomics"
"RPS3A_S154","Factor7",-0.0197037998586893,"Phosphoproteomics"
"USP15_S961;S965","Factor7",-0.0416258536279202,"Phosphoproteomics"
"MYOZ3_S31","Factor7",0.0364912450313568,"Phosphoproteomics"
"ACTN3_Y850","Factor7",-0.0463431254029274,"Phosphoproteomics"
"HSPA9_T667","Factor7",-0.0282225478440523,"Phosphoproteomics"
"NMD3_S468;T470","Factor7",-0.0433405227959156,"Phosphoproteomics"
"MYH8_T1500","Factor7",-0.0225719548761845,"Phosphoproteomics"
"EIF5B_S108;S114","Factor7",0.039181973785162,"Phosphoproteomics"
"CUL4A_S10","Factor7",0.0182991158217192,"Phosphoproteomics"
"PRPH_S17","Factor7",0.0311680268496275,"Phosphoproteomics"
"MTM1_S23","Factor7",0.0187916159629822,"Phosphoproteomics"
"CCAR1_S694","Factor7",0.0296558234840631,"Phosphoproteomics"
"HAGH_T143","Factor7",0.0253034587949514,"Phosphoproteomics"
"PALMD_S489","Factor7",-0.0301268249750137,"Phosphoproteomics"
"PROB1_S581","Factor7",-0.0160289909690619,"Phosphoproteomics"
"SLC25A4_T84","Factor7",0.00748061668127775,"Phosphoproteomics"
"USP2_S220","Factor7",0.0136890672147274,"Phosphoproteomics"
"TACC2_T527","Factor7",0.0119592742994428,"Phosphoproteomics"
"STARD10_S259","Factor7",0.0207404363900423,"Phosphoproteomics"
"ACACB_T67","Factor7",-0.0126837510615587,"Phosphoproteomics"
"PNPLA2_S398","Factor7",0.00127216440159827,"Phosphoproteomics"
"ZFP326_S270","Factor7",-0.0179744623601437,"Phosphoproteomics"
"GSK3B_S9","Factor7",-0.0164375696331263,"Phosphoproteomics"
"SPAST_T256","Factor7",-0.0182797517627478,"Phosphoproteomics"
"PBXIP1_S145;S146","Factor7",0.0306087620556355,"Phosphoproteomics"
"PLPP7_S43","Factor7",0.0238503664731979,"Phosphoproteomics"
"DEPTOR_S244","Factor7",-0.0164865925908089,"Phosphoproteomics"
"APPL1_S417","Factor7",-0.0149338375777006,"Phosphoproteomics"
"CLEC16A_S862","Factor7",-0.0307109653949738,"Phosphoproteomics"
"TMPO_S179;S183","Factor7",-0.0121790878474712,"Phosphoproteomics"
"SNAP23_T134","Factor7",-0.0225649513304234,"Phosphoproteomics"
"TBC1D1_S521","Factor7",0.00820651371032,"Phosphoproteomics"
"MYL2_S19","Factor7",-0.000863560184370726,"Phosphoproteomics"
"HSP90AA1_S231","Factor7",-0.00383774330839515,"Phosphoproteomics"
"TMEM100_S121","Factor7",-0.0276425983756781,"Phosphoproteomics"
"OPTN_S346","Factor7",0.00213922467082739,"Phosphoproteomics"
"UFD1_S299","Factor7",-0.0126440050080419,"Phosphoproteomics"
"MINK1_S1015","Factor7",-0.00378976506181061,"Phosphoproteomics"
"STBD1_S219","Factor7",0.00600895658135414,"Phosphoproteomics"
"PGK1_Y76","Factor7",0.00974038895219564,"Phosphoproteomics"
"RPS6KA5_S749","Factor7",-0.00623418809846044,"Phosphoproteomics"
"CLASP2_S241","Factor7",-0.0530256181955338,"Phosphoproteomics"
"CNN3_Y300","Factor7",-0.0284876860678196,"Phosphoproteomics"
"MFAP1A_S132;S133","Factor7",-0.0214200261980295,"Phosphoproteomics"
"CLINT1_S299","Factor7",-0.039733462035656,"Phosphoproteomics"
"VCL_S722","Factor7",-0.0157095994800329,"Phosphoproteomics"
"MYLK_S1481","Factor7",0.0155205484479666,"Phosphoproteomics"
"TNNC1_S93","Factor7",-0.0254750866442919,"Phosphoproteomics"
"PIP5K1A_S457","Factor7",0.00588422641158104,"Phosphoproteomics"
"VAPA_S164","Factor7",0.0355537422001362,"Phosphoproteomics"
"RAB11FIP5_S483","Factor7",-0.0674172267317772,"Phosphoproteomics"
"HBS1L_S220","Factor7",-0.0419527254998684,"Phosphoproteomics"
"PPIG_S411;S413","Factor7",0.0158020313829184,"Phosphoproteomics"
"RTN2_S195","Factor7",0.00487057259306312,"Phosphoproteomics"
"TPM3_Y215","Factor7",-0.0182853899896145,"Phosphoproteomics"
"ATP1A1_S16","Factor7",0.00801469478756189,"Phosphoproteomics"
"ATPAF1_S76","Factor7",0.093566782772541,"Phosphoproteomics"
"TPR_S2208","Factor7",-0.0206709485501051,"Phosphoproteomics"
"PTPN3_S544","Factor7",-0.0173417627811432,"Phosphoproteomics"
"LIPE_S960","Factor7",-0.0170091707259417,"Phosphoproteomics"
"BAG3_T220","Factor7",0.0149104110896587,"Phosphoproteomics"
"YWHAE_S65","Factor7",-0.0265177134424448,"Phosphoproteomics"
"CSRP1_S81","Factor7",0.0208851341158152,"Phosphoproteomics"
"ABCF1_S227","Factor7",-0.0124672455713153,"Phosphoproteomics"
"PPP2R5B_S44","Factor7",-0.0076814591884613,"Phosphoproteomics"
"CA14_S325","Factor7",0.0284731555730104,"Phosphoproteomics"
"LDHAL6B_Y195","Factor7",0.0572794713079929,"Phosphoproteomics"
"OSBP_S65;S68","Factor7",-0.0305027514696121,"Phosphoproteomics"
"TAGLN2_S163","Factor7",-0.00230046291835606,"Phosphoproteomics"
"DYNC1LI1_S421","Factor7",0.00946862995624542,"Phosphoproteomics"
"CSDE1_T807","Factor7",0.00219004834070802,"Phosphoproteomics"
"FLII_S436","Factor7",-0.014848031103611,"Phosphoproteomics"
"DNAJA4_T273","Factor7",0.00940599665045738,"Phosphoproteomics"
"GPD1_Y326","Factor7",0.0283638145774603,"Phosphoproteomics"
"REEP1_S192","Factor7",0.0170921925455332,"Phosphoproteomics"
"OTUD7B_S100","Factor7",0.0145678026601672,"Phosphoproteomics"
"LPP_T157","Factor7",-0.0416450500488281,"Phosphoproteomics"
"CPSF6_S511;S513","Factor7",-0.021539282053709,"Phosphoproteomics"
"SEC22B_S137","Factor7",0.00568358553573489,"Phosphoproteomics"
"CDV3_S155","Factor7",-0.00826992467045784,"Phosphoproteomics"
"MB21D2_T435;S436","Factor7",-0.0185032784938812,"Phosphoproteomics"
"PBDC1_S184","Factor7",-0.0498295687139034,"Phosphoproteomics"
"HMGN3_S6","Factor7",-0.0595809407532215,"Phosphoproteomics"
"CBX1_S91","Factor7",-0.0336646810173988,"Phosphoproteomics"
"RAPGEF2_S973","Factor7",-0.000146262056659907,"Phosphoproteomics"
"HSPB1_Y137","Factor7",-0.0712617337703705,"Phosphoproteomics"
"RASIP1_S285","Factor7",0.0201646108180285,"Phosphoproteomics"
"DNAJC2_T48;S49","Factor7",0.00540294405072927,"Phosphoproteomics"
"SACS_S4274","Factor7",0.0397183857858181,"Phosphoproteomics"
"ZFP91_S10","Factor7",-0.0198903232812881,"Phosphoproteomics"
"STIM2_S623","Factor7",0.0186145398765802,"Phosphoproteomics"
"TSC22D4_T223","Factor7",-0.0521061047911644,"Phosphoproteomics"
"OSTN_S97","Factor7",-0.0238838829100132,"Phosphoproteomics"
"PUM1_S710","Factor7",0.00973321963101625,"Phosphoproteomics"
"RPS2_Y266","Factor7",0.03604606539011,"Phosphoproteomics"
"EXOC7_S250","Factor7",-0.0104239899665117,"Phosphoproteomics"
"ZC3H11A_T745","Factor7",-0.00330547010526061,"Phosphoproteomics"
"DAP_S51","Factor7",0.00215861923061311,"Phosphoproteomics"
"DYNC1I2_S81","Factor7",-0.00797081552445889,"Phosphoproteomics"
"CLCN1_Y686","Factor7",0.00761382468044758,"Phosphoproteomics"
"SUMF1_S61","Factor7",-0.0305766090750694,"Phosphoproteomics"
"PAXX_T155","Factor7",0.0222751498222351,"Phosphoproteomics"
"GBF1_S1786","Factor7",-0.0339612737298012,"Phosphoproteomics"
"SRSF1_S199","Factor7",-0.0176658034324646,"Phosphoproteomics"
"TNKS1BP1_S1597","Factor7",0.00819654110819101,"Phosphoproteomics"
"UBE4B_S101","Factor7",-0.0365614481270313,"Phosphoproteomics"
"SP100_S257","Factor7",-0.0366335101425648,"Phosphoproteomics"
"PKN2_S621","Factor7",0.013289937749505,"Phosphoproteomics"
"SIK3_T221","Factor7",0.0280801430344582,"Phosphoproteomics"
"UFL1_S465","Factor7",-0.0768938288092613,"Phosphoproteomics"
"STK38L_T283","Factor7",0.0195617582648993,"Phosphoproteomics"
"BSG_S257","Factor7",0.000732463493477553,"Phosphoproteomics"
"TJP2_S682","Factor7",-0.0303160790354013,"Phosphoproteomics"
"RPS27A_T66","Factor7",0.00547199044376612,"Phosphoproteomics"
"PRKG1_T517","Factor7",0.0339353010058403,"Phosphoproteomics"
"MNAT1_S279","Factor7",-0.00427799066528678,"Phosphoproteomics"
"CDS2_S32","Factor7",-0.0532506965100765,"Phosphoproteomics"
"PRKAG2_S196","Factor7",-0.0314339995384216,"Phosphoproteomics"
"PPP3CC_S462","Factor7",0.0158841349184513,"Phosphoproteomics"
"DOCK7_S1428;S1432","Factor7",-0.0508050657808781,"Phosphoproteomics"
"SLC2A4_S488","Factor7",-0.0405431427061558,"Phosphoproteomics"
"BSDC1_S385","Factor7",0.037480216473341,"Phosphoproteomics"
"VASP_S320","Factor7",0.00747074093669653,"Phosphoproteomics"
"EIF3C_S166","Factor7",-0.00423300871625543,"Phosphoproteomics"
"CPEB3_S257","Factor7",0.0196437407284975,"Phosphoproteomics"
"MAP6_S681","Factor7",-0.0680077970027924,"Phosphoproteomics"
"ACTG1_T229","Factor7",-0.007706796284765,"Phosphoproteomics"
"COX6B1_S52","Factor7",0.0229863412678242,"Phosphoproteomics"
"KLC1_S460","Factor7",-0.0304546393454075,"Phosphoproteomics"
"OSBPL6_S44","Factor7",0.0172673091292381,"Phosphoproteomics"
"RPS6KA2_S377","Factor7",0.00224411603994668,"Phosphoproteomics"
"PDS5B_S1249","Factor7",-0.00458481768146157,"Phosphoproteomics"
"ITSN1_S970","Factor7",-0.0113368388265371,"Phosphoproteomics"
"RPL7A_S209","Factor7",0.132956966757774,"Phosphoproteomics"
"PCM1_S65","Factor7",-0.041663646697998,"Phosphoproteomics"
"ATXN2L_S109","Factor7",-0.0534100085496902,"Phosphoproteomics"
"OXSR1_S339","Factor7",-0.0733849555253983,"Phosphoproteomics"
"WFS1_S32","Factor7",-0.0433546975255013,"Phosphoproteomics"
"NFIX_S381","Factor7",0.0274829957634211,"Phosphoproteomics"
"IDH2_T117","Factor7",0.0207586921751499,"Phosphoproteomics"
"ARRB1_S412","Factor7",0.00948845036327839,"Phosphoproteomics"
"MID1_S92;S96","Factor7",-0.0402757748961449,"Phosphoproteomics"
"VMP1_S23","Factor7",-0.0221887473016977,"Phosphoproteomics"
"LOC102551184_S48","Factor7",0.101445518434048,"Phosphoproteomics"
"BLVRA_S154","Factor7",-0.0566118508577347,"Phosphoproteomics"
"CACNA2D1_S119","Factor7",-0.0340227894484997,"Phosphoproteomics"
"MTFR1L_S38","Factor7",0.0294763371348381,"Phosphoproteomics"
"STK38_T282","Factor7",0.0382286533713341,"Phosphoproteomics"
"RAMAC_S36","Factor7",0.00215857964940369,"Phosphoproteomics"
"PRKN_S77","Factor7",0.00123762944713235,"Phosphoproteomics"
"DNTTIP2_S547;S548","Factor7",-0.0383050441741943,"Phosphoproteomics"
"PNPLA7_S377","Factor7",-0.0165192261338234,"Phosphoproteomics"
"HSPA12B_S25","Factor7",-0.0443214476108551,"Phosphoproteomics"
"NDUFV3_S152;S154","Factor7",-0.0131537774577737,"Phosphoproteomics"
"TRIM72_Y215","Factor7",0.0244277995079756,"Phosphoproteomics"
"TRIM28_S52","Factor7",-0.0249211601912975,"Phosphoproteomics"
"TRIM54_S333","Factor7",0.0292000528424978,"Phosphoproteomics"
"HDAC2_S422;S424","Factor7",-0.0253020692616701,"Phosphoproteomics"
"RIPK2_T416","Factor7",0.0610848627984524,"Phosphoproteomics"
"STX17_T136","Factor7",0.0114477733150125,"Phosphoproteomics"
"INTS12_S377","Factor7",0.000228883945965208,"Phosphoproteomics"
"TSC22D3_S72","Factor7",0.032794214785099,"Phosphoproteomics"
"OSBPL11_S192","Factor7",-0.0530702508985996,"Phosphoproteomics"
"NOLC1_T574","Factor7",-0.000469093531137332,"Phosphoproteomics"
"STMN1_S63","Factor7",0.0734465569257736,"Phosphoproteomics"
"FXYD1_S86","Factor7",0.0298476796597242,"Phosphoproteomics"
"SEC23IP_S749","Factor7",0.00060629186918959,"Phosphoproteomics"
"SGCB_S279","Factor7",0.017510861158371,"Phosphoproteomics"
"AKR1A1_T138","Factor7",0.0115031497552991,"Phosphoproteomics"
"FARP1_S893","Factor7",-0.0572472400963306,"Phosphoproteomics"
"LEMD2_Y122","Factor7",0.00313972542062402,"Phosphoproteomics"
"SEC61B_S17","Factor7",0.0267485249787569,"Phosphoproteomics"
"SGCD_S16","Factor7",0.00140172115061432,"Phosphoproteomics"
"KANK2_S174;T178","Factor7",-0.0127936024218798,"Phosphoproteomics"
"HMGN1_S84","Factor7",0.00724970316514373,"Phosphoproteomics"
"DNM1_S774;S778","Factor7",-0.0417561493813992,"Phosphoproteomics"
"EEF1G_T46","Factor7",-0.0212382562458515,"Phosphoproteomics"
"ITGA4_S1025","Factor7",-0.0177412088960409,"Phosphoproteomics"
"ANXA2_Y24","Factor7",0.0399608463048935,"Phosphoproteomics"
"ABCC9_T622","Factor7",-0.0747452452778816,"Phosphoproteomics"
"TRAPPC12_S125;S128","Factor7",-0.0546557009220123,"Phosphoproteomics"
"VPS4A_S97","Factor7",0.016765333712101,"Phosphoproteomics"
"RMDN3_S46","Factor7",-0.0244507864117622,"Phosphoproteomics"
"RPS6KA3_S386","Factor7",-0.00779323605820537,"Phosphoproteomics"
"BPGM_S129","Factor7",-0.1002077460289,"Phosphoproteomics"
"ATP1A2_S450","Factor7",0.0616090334951878,"Phosphoproteomics"
"PRKAR2A_T102","Factor7",-0.0219297930598259,"Phosphoproteomics"
"HMGA1_S34","Factor7",0.00607263343408704,"Phosphoproteomics"
"KHSRP_S182","Factor7",-0.0124545339494944,"Phosphoproteomics"
"STUB1_S20","Factor7",-0.00149663561023772,"Phosphoproteomics"
"TOM1L2_S500","Factor7",-0.00503506837412715,"Phosphoproteomics"
"SLC4A1_S222","Factor7",-0.00348446075804532,"Phosphoproteomics"
"RBMXL1_S246","Factor7",-0.0964130908250809,"Phosphoproteomics"
"UQCRC2_S367","Factor7",0.0330202206969261,"Phosphoproteomics"
"BAD_S156","Factor7",0.0164388790726662,"Phosphoproteomics"
"CEP131_S78","Factor7",0.00910806749016047,"Phosphoproteomics"
"PLCD4_S445","Factor7",0.0458197966217995,"Phosphoproteomics"
"APOBEC2_S15","Factor7",-0.0784552171826363,"Phosphoproteomics"
"DBNL_T299","Factor7",-0.0438169613480568,"Phosphoproteomics"
"YWHAZ_S207","Factor7",0.0548615045845509,"Phosphoproteomics"
"EPN1_T445","Factor7",-0.0346384719014168,"Phosphoproteomics"
"ZBTB20_S359","Factor7",-0.0536634214222431,"Phosphoproteomics"
"MKNK1_S168","Factor7",0.0312308184802532,"Phosphoproteomics"
"PDHX_S86","Factor7",0.00328379916027188,"Phosphoproteomics"
"ARHGDIA_S34","Factor7",0.0274379439651966,"Phosphoproteomics"
"SYNC_S32","Factor7",0.045565128326416,"Phosphoproteomics"
"COPB2_S860","Factor7",-0.0378771461546421,"Phosphoproteomics"
"RBM12_S420;S422;S424","Factor7",-0.000295357604045421,"Phosphoproteomics"
"AKT2_S474","Factor7",0.00120012194383889,"Phosphoproteomics"
"WRNIP1_S75","Factor7",-0.0288995429873466,"Phosphoproteomics"
"AZGP1_S142","Factor7",-0.0537437424063683,"Phosphoproteomics"
"MKRN2_S366","Factor7",0.0269870888441801,"Phosphoproteomics"
"WDR4_S435","Factor7",0.0409943051636219,"Phosphoproteomics"
"ATP1B2_T270","Factor7",0.0243321135640144,"Phosphoproteomics"
"LARP4B_S624","Factor7",-0.0257627107203007,"Phosphoproteomics"
"NDRG1_T346","Factor7",-0.0291838217526674,"Phosphoproteomics"
"PRKAB2_S183","Factor7",-0.0250827316194773,"Phosphoproteomics"
"TTC7B_S774","Factor7",0.00187481369357556,"Phosphoproteomics"
"TRIOBP_S1594","Factor7",-0.0210260134190321,"Phosphoproteomics"
"NUP98_S623","Factor7",-0.00125133525580168,"Phosphoproteomics"
"RAB12_S20","Factor7",0.0117537407204509,"Phosphoproteomics"
"WDR37_S242","Factor7",-0.00427237525582314,"Phosphoproteomics"
"RPLP2_S16","Factor7",-0.0499091781675816,"Phosphoproteomics"
"CCAR2_S612","Factor7",-0.00907337386161089,"Phosphoproteomics"
"NDUFB10_Y62","Factor7",-0.0616434030234814,"Phosphoproteomics"
"RANBP10_S393","Factor7",0.0548294372856617,"Phosphoproteomics"
"RAD23A_S216","Factor7",-0.0474537499248981,"Phosphoproteomics"
"ARHGAP1_S51","Factor7",0.0044006067328155,"Phosphoproteomics"
"FAM234A_S21","Factor7",-0.0929746329784393,"Phosphoproteomics"
"SRC_S17","Factor7",-0.0503419041633606,"Phosphoproteomics"
"GPCPD1_S175","Factor7",-0.00566591136157513,"Phosphoproteomics"
"CSTF2_S302","Factor7",0.0154282003641129,"Phosphoproteomics"
"PSMD4_T250","Factor7",-0.0521285086870193,"Phosphoproteomics"
"CMTR1_T29;S30","Factor7",-0.0108405966311693,"Phosphoproteomics"
"AQP1_S247","Factor7",-0.043396569788456,"Phosphoproteomics"
"PRPF40B_S828","Factor7",-0.0452797450125217,"Phosphoproteomics"
"FIP1L1_S502","Factor7",-0.00814305990934372,"Phosphoproteomics"
"LMNB1_S534","Factor7",0.0180773194879293,"Phosphoproteomics"
"ACTL6A_S233","Factor7",-0.0388782806694508,"Phosphoproteomics"
"GOT2_S360","Factor7",-0.0667493492364883,"Phosphoproteomics"
"PSMA3_S35","Factor7",0.0201784670352936,"Phosphoproteomics"
"CDC42BPB_S1692","Factor7",-0.0481116212904453,"Phosphoproteomics"
"JPT2_S97","Factor7",0.0324301458895206,"Phosphoproteomics"
"COQ9_S80","Factor7",0.0306481383740902,"Phosphoproteomics"
"ERP29_Y66","Factor7",-0.0190008301287889,"Phosphoproteomics"
"MAP2K3_S31","Factor7",0.0110286027193069,"Phosphoproteomics"
"SORD_S169","Factor7",-0.049145519733429,"Phosphoproteomics"
"PEA15_S116","Factor7",-0.00996123999357224,"Phosphoproteomics"
"EI24_S46","Factor7",0.0034864591434598,"Phosphoproteomics"
"MAPK12_Y185","Factor7",-0.0192681830376387,"Phosphoproteomics"
"EEFSEC_S388","Factor7",-0.00899946969002485,"Phosphoproteomics"
"NDUFA7_S85","Factor7",0.0220530852675438,"Phosphoproteomics"
"UQCRH_T61","Factor7",0.0778385549783707,"Phosphoproteomics"
"RPS28_S23","Factor7",0.0255607776343822,"Phosphoproteomics"
"IRGQ_S426","Factor7",-0.0136561468243599,"Phosphoproteomics"
"CBR1_S149","Factor7",0.029513280838728,"Phosphoproteomics"
"APEX1_S18","Factor7",-0.0285437032580376,"Phosphoproteomics"
"NOP58_T515;S519","Factor7",0.0199906453490257,"Phosphoproteomics"
"CFL2_S24","Factor7",-0.0177788846194744,"Phosphoproteomics"
"SMARCC2_S302;S304","Factor7",-0.00222839880734682,"Phosphoproteomics"
"ZC3H15_S360","Factor7",-0.0337224863469601,"Phosphoproteomics"
"TTC1_S67","Factor7",-0.0700423493981361,"Phosphoproteomics"
"SLIRP_S105","Factor7",-0.000704933772794902,"Phosphoproteomics"
"TNFAIP3_S587","Factor7",-0.0614570938050747,"Phosphoproteomics"
"CERT1_S377","Factor7",-0.0251995008438826,"Phosphoproteomics"
"HSF1_S303","Factor7",0.026870533823967,"Phosphoproteomics"
"AGTPBP1_T499","Factor7",0.0188087783753872,"Phosphoproteomics"
"FAM98C_S129","Factor7",0.0202442780137062,"Phosphoproteomics"
"ABHD11_S72","Factor7",-0.0464737974107265,"Phosphoproteomics"
"RABGEF1_S143","Factor7",0.00133758992888033,"Phosphoproteomics"
"RILPL1_S349","Factor7",-0.0108111733570695,"Phosphoproteomics"
"WDR48_S335","Factor7",-0.0674632042646408,"Phosphoproteomics"
"PLXDC2_S507","Factor7",-0.0827842950820923,"Phosphoproteomics"
"PRKAR1A_S77;S83","Factor7",0.0204911790788174,"Phosphoproteomics"
