"feature","factor","value","view"
"DDX3Y","Factor1",0.532347738742828,"Transcriptomics"
"KDM5D","Factor1",0.743770658969879,"Transcriptomics"
"CISH","Factor1",0.014443963766098,"Transcriptomics"
"C1orf146","Factor1",0.063470296561718,"Transcriptomics"
"DDAH2","Factor1",0.0114569077268243,"Transcriptomics"
"MRPS17","Factor1",-0.118227854371071,"Transcriptomics"
"RAC3","Factor1",0.0571504011750221,"Transcriptomics"
"TMEM132B","Factor1",1.1224946975708,"Transcriptomics"
"GPR182","Factor1",0.118955470621586,"Transcriptomics"
"COCH","Factor1",-0.00718355225399137,"Transcriptomics"
"RNASEH2A","Factor1",-0.00519895879551768,"Transcriptomics"
"AMIGO2","Factor1",0.0265799015760422,"Transcriptomics"
"LCMT2","Factor1",-0.12276204675436,"Transcriptomics"
"PMP2","Factor1",-0.0931209847331047,"Transcriptomics"
"FOXM1","Factor1",0.0669855028390884,"Transcriptomics"
"SPEM1","Factor1",-0.0639340355992317,"Transcriptomics"
"COMP","Factor1",-0.207549765706062,"Transcriptomics"
"ACAN","Factor1",-0.194844469428062,"Transcriptomics"
"RP1","Factor1",-0.332025796175003,"Transcriptomics"
"SLC4A1","Factor1",0.376042455434799,"Transcriptomics"
"RPL10L","Factor1",-0.42046594619751,"Transcriptomics"
"SCD","Factor1",-0.436908632516861,"Transcriptomics"
"PCDH11X","Factor1",-0.765402555465698,"Transcriptomics"
"ANKRD1","Factor1",0.177346408367157,"Transcriptomics"
"MYH3","Factor1",0.134617239236832,"Transcriptomics"
"CYP2E1","Factor1",-0.619480609893799,"Transcriptomics"
"CHAD","Factor1",-0.107562877237797,"Transcriptomics"
"LEP","Factor1",0.083629883825779,"Transcriptomics"
"CALML3","Factor1",-0.269571095705032,"Transcriptomics"
"SCUBE3","Factor1",-0.124458096921444,"Transcriptomics"
"UGT8","Factor1",-0.120226725935936,"Transcriptomics"
"KHK","Factor1",-0.0218176431953907,"Transcriptomics"
"VAT1L","Factor1",-0.161559239029884,"Transcriptomics"
"PRDM6","Factor1",-0.175954356789589,"Transcriptomics"
"SPATA6L","Factor1",0.0186188574880362,"Transcriptomics"
"KCNF1","Factor1",0.0729178488254547,"Transcriptomics"
"PCBD1","Factor1",0.0970086306333542,"Transcriptomics"
"G0S2","Factor1",0.50127649307251,"Transcriptomics"
"BDNF","Factor1",-0.23209148645401,"Transcriptomics"
"ADD2","Factor1",0.37345826625824,"Transcriptomics"
"RETN","Factor1",0.123199239373207,"Transcriptomics"
"MCHR1","Factor1",0.467615097761154,"Transcriptomics"
"SLC16A13","Factor1",-0.112108372151852,"Transcriptomics"
"SOSTDC1","Factor1",-0.169310599565506,"Transcriptomics"
"VIPR1","Factor1",0.0990035757422447,"Transcriptomics"
"ANKEF1","Factor1",-0.257564306259155,"Transcriptomics"
"ALOX15","Factor1",0.273478329181671,"Transcriptomics"
"PCK1","Factor1",-0.211824625730515,"Transcriptomics"
"FA2H","Factor1",-0.119198352098465,"Transcriptomics"
"GJB1","Factor1",-0.0506519377231598,"Transcriptomics"
"MZF1","Factor1",-0.188620522618294,"Transcriptomics"
"GRAMD1C","Factor1",-0.0292935632169247,"Transcriptomics"
"CILP2","Factor1",-0.16463203728199,"Transcriptomics"
"NCMAP","Factor1",-0.0532284080982208,"Transcriptomics"
"SPNS3","Factor1",-0.263973772525787,"Transcriptomics"
"LRRC52","Factor1",-0.316275805234909,"Transcriptomics"
"MPZ","Factor1",-0.153380379080772,"Transcriptomics"
"EPCAM","Factor1",-0.387942910194397,"Transcriptomics"
"NPY","Factor1",0.334151357412338,"Transcriptomics"
"ACTG2","Factor1",-0.0733625069260597,"Transcriptomics"
"NOX1","Factor1",0.157262191176414,"Transcriptomics"
"RD3L","Factor1",-0.0626475065946579,"Transcriptomics"
"RGS17","Factor1",0.352480173110962,"Transcriptomics"
"PMFBP1","Factor1",0.268026113510132,"Transcriptomics"
"RNF112","Factor1",-0.203241586685181,"Transcriptomics"
"TFRC","Factor1",0.641845643520355,"Transcriptomics"
"S100A9","Factor1",0.325114279985428,"Transcriptomics"
"CCR7","Factor1",0.0929256603121758,"Transcriptomics"
"KIAA2012","Factor1",0.113937631249428,"Transcriptomics"
"CCNB2","Factor1",-0.144923731684685,"Transcriptomics"
"OXTR","Factor1",-0.128487303853035,"Transcriptomics"
"BRICD5","Factor1",-0.00203044712543488,"Transcriptomics"
"FOS","Factor1",-0.0981346666812897,"Transcriptomics"
"SCUBE1","Factor1",-0.145046412944794,"Transcriptomics"
"LY9","Factor1",-0.0516507066786289,"Transcriptomics"
"CLDN19","Factor1",-0.0860955640673637,"Transcriptomics"
"UTS2R","Factor1",-0.022804070264101,"Transcriptomics"
"LRRC15","Factor1",0.0757742524147034,"Transcriptomics"
"NR4A3","Factor1",-0.0203908514231443,"Transcriptomics"
"PRRT4","Factor1",-0.0224588625133038,"Transcriptomics"
"PCARE","Factor1",0.737870037555695,"Transcriptomics"
"FAM131C","Factor1",0.447908461093903,"Transcriptomics"
"FBXL19","Factor1",-0.10825627297163,"Transcriptomics"
"LAMB3","Factor1",0.459094971418381,"Transcriptomics"
"GDPD3","Factor1",0.165804669260979,"Transcriptomics"
"DHRS9","Factor1",-0.19925956428051,"Transcriptomics"
"SCN5A","Factor1",-0.122444875538349,"Transcriptomics"
"CYP2B6","Factor1",0.193497091531754,"Transcriptomics"
"KCNK1","Factor1",-0.0796717181801796,"Transcriptomics"
"ANGPTL7","Factor1",0.0228263158351183,"Transcriptomics"
"SELL","Factor1",0.395307302474976,"Transcriptomics"
"PLET1","Factor1",-0.0142794549465179,"Transcriptomics"
"FOSB","Factor1",0.0412406772375107,"Transcriptomics"
"GINS2","Factor1",-0.0342391207814217,"Transcriptomics"
"RYR2","Factor1",-0.133327290415764,"Transcriptomics"
"DRP2","Factor1",-0.217810750007629,"Transcriptomics"
"MAG","Factor1",-0.15584634244442,"Transcriptomics"
"C20orf96","Factor1",-0.167719855904579,"Transcriptomics"
"KERA","Factor1",0.0359221212565899,"Transcriptomics"
"EPN3","Factor1",0.0562563203275204,"Transcriptomics"
"CSF3R","Factor1",0.404469460248947,"Transcriptomics"
"C11orf80","Factor1",-0.0867683738470078,"Transcriptomics"
"SLC6A20","Factor1",-0.0726329162716866,"Transcriptomics"
"GATA3","Factor1",-0.0282473973929882,"Transcriptomics"
"TTC30A","Factor1",-0.239897325634956,"Transcriptomics"
"NYX","Factor1",0.248771890997887,"Transcriptomics"
"CNN1","Factor1",-0.0891636461019516,"Transcriptomics"
"IGHM","Factor1",0.146443426609039,"Transcriptomics"
"POLQ","Factor1",-0.145624399185181,"Transcriptomics"
"TGFA","Factor1",-0.145527333021164,"Transcriptomics"
"USH1G","Factor1",0.339912831783295,"Transcriptomics"
"RIMKLB","Factor1",-0.0403443276882172,"Transcriptomics"
"ERFE","Factor1",-0.16872650384903,"Transcriptomics"
"NFE2","Factor1",0.357985824346542,"Transcriptomics"
"KCNK3","Factor1",-0.0212628189474344,"Transcriptomics"
"TECRL","Factor1",-0.147175222635269,"Transcriptomics"
"TPSB2","Factor1",-0.0202310401946306,"Transcriptomics"
"PRSS12","Factor1",-0.388488709926605,"Transcriptomics"
"ZNF750","Factor1",0.229321032762527,"Transcriptomics"
"OTUD1","Factor1",-0.155964940786362,"Transcriptomics"
"APOD","Factor1",-0.0718571245670319,"Transcriptomics"
"DDN","Factor1",-0.0470178239047527,"Transcriptomics"
"IGFN1","Factor1",-0.430456340312958,"Transcriptomics"
"PACRG","Factor1",0.38482391834259,"Transcriptomics"
"COL11A2","Factor1",-0.137998074293137,"Transcriptomics"
"CDH1","Factor1",-0.119976006448269,"Transcriptomics"
"HEMGN","Factor1",0.313551247119904,"Transcriptomics"
"MBP","Factor1",-0.148158103227615,"Transcriptomics"
"KCTD16","Factor1",0.221105933189392,"Transcriptomics"
"COL2A1","Factor1",-0.237350687384605,"Transcriptomics"
"AURKB","Factor1",-0.0858763679862022,"Transcriptomics"
"DYNC1I1","Factor1",-0.149298191070557,"Transcriptomics"
"RIPPLY1","Factor1",-0.118780747056007,"Transcriptomics"
"LPGAT1","Factor1",0.0866350904107094,"Transcriptomics"
"LHFPL7","Factor1",-0.299864590167999,"Transcriptomics"
"FUT1","Factor1",-0.00784104503691196,"Transcriptomics"
"ANGPT4","Factor1",0.375465750694275,"Transcriptomics"
"GREB1","Factor1",-0.418351948261261,"Transcriptomics"
"CRABP1","Factor1",0.153194725513458,"Transcriptomics"
"SLN","Factor1",-0.0562635660171509,"Transcriptomics"
"PPP1R1B","Factor1",0.10284885764122,"Transcriptomics"
"BCAS1","Factor1",-0.210568994283676,"Transcriptomics"
"TNNT2","Factor1",0.0192466173321009,"Transcriptomics"
"CDH19","Factor1",-0.0628713369369507,"Transcriptomics"
"SLITRK2","Factor1",-0.182546377182007,"Transcriptomics"
"SLC7A10","Factor1",0.00445968843996525,"Transcriptomics"
"SBK3","Factor1",0.083180658519268,"Transcriptomics"
"RTN4RL2","Factor1",0.300293833017349,"Transcriptomics"
"CPNE6","Factor1",0.143963292241096,"Transcriptomics"
"CIDEC","Factor1",0.0617935955524445,"Transcriptomics"
"OTOG","Factor1",0.0362205505371094,"Transcriptomics"
"FER1L6","Factor1",-0.0375071167945862,"Transcriptomics"
"RRAD","Factor1",-0.00346334837377071,"Transcriptomics"
"FAM169BP","Factor1",-0.055427223443985,"Transcriptomics"
"GFRA3","Factor1",-0.179043173789978,"Transcriptomics"
"CYP2S1","Factor1",-0.207640931010246,"Transcriptomics"
"SLC13A3","Factor1",-0.164747476577759,"Transcriptomics"
"RACGAP1","Factor1",-0.132109925150871,"Transcriptomics"
"PPP2R3B","Factor1",0.0736106261610985,"Transcriptomics"
"TPH1","Factor1",0.112746208906174,"Transcriptomics"
"GPM6A","Factor1",-0.277235805988312,"Transcriptomics"
"CALML4","Factor1",-0.269567161798477,"Transcriptomics"
"BMP3","Factor1",-0.275604367256165,"Transcriptomics"
"IGSF11","Factor1",-0.107633695006371,"Transcriptomics"
"FMOD","Factor1",-0.0910039395093918,"Transcriptomics"
"CCL21","Factor1",-0.381614089012146,"Transcriptomics"
"RASGEF1A","Factor1",-0.143756434321404,"Transcriptomics"
"VILL","Factor1",0.0259860903024673,"Transcriptomics"
"OPTC","Factor1",-0.0403397232294083,"Transcriptomics"
"CPZ","Factor1",-0.0640152469277382,"Transcriptomics"
"GSTM1","Factor1",0.0378547795116901,"Transcriptomics"
"GSTM5","Factor1",0.0378547795116901,"Transcriptomics"
"CLDN2","Factor1",-0.0182651225477457,"Transcriptomics"
"HPD","Factor1",-0.10870985686779,"Transcriptomics"
"SIGLEC10","Factor1",-0.272534340620041,"Transcriptomics"
"SIGLEC11","Factor1",-0.272534340620041,"Transcriptomics"
"TENT5B","Factor1",0.216092988848686,"Transcriptomics"
"IL4I1","Factor1",-0.00218544411472976,"Transcriptomics"
"PAPPA2","Factor1",-0.133171677589417,"Transcriptomics"
"NLRC3","Factor1",-0.259646415710449,"Transcriptomics"
"IL21R","Factor1",-0.176131352782249,"Transcriptomics"
"ADAMTS17","Factor1",0.0665467754006386,"Transcriptomics"
"GAS2L3","Factor1",-0.0612360201776028,"Transcriptomics"
"CCN5","Factor1",0.120280310511589,"Transcriptomics"
"MISP3","Factor1",-0.163215339183807,"Transcriptomics"
"ADH1A","Factor1",0.30657759308815,"Transcriptomics"
"CCNA2","Factor1",-0.254277348518372,"Transcriptomics"
"EDAR","Factor1",-0.0455379970371723,"Transcriptomics"
"SORCS1","Factor1",-0.149264648556709,"Transcriptomics"
"CACNA1E","Factor1",-0.0736127346754074,"Transcriptomics"
"GRHL2","Factor1",-0.344985038042068,"Transcriptomics"
"CD200R1","Factor1",-0.102973856031895,"Transcriptomics"
"GREM2","Factor1",-0.393587678670883,"Transcriptomics"
"GDF10","Factor1",0.107550717890263,"Transcriptomics"
"SLPI","Factor1",-0.128230914473534,"Transcriptomics"
"UBXN10","Factor1",-0.470909655094147,"Transcriptomics"
"HAS1","Factor1",0.0710178837180138,"Transcriptomics"
"PFKFB3","Factor1",-0.379100531339645,"Transcriptomics"
"ANKRD55","Factor1",-0.0463330820202827,"Transcriptomics"
"DUSP15","Factor1",-0.16717928647995,"Transcriptomics"
"C9orf24","Factor1",-0.176680818200111,"Transcriptomics"
"KRT2","Factor1",-0.120970018208027,"Transcriptomics"
"MMRN1","Factor1",-0.334115862846375,"Transcriptomics"
"PLEKHD1","Factor1",-0.193648979067802,"Transcriptomics"
"SEZ6L","Factor1",-0.0181208848953247,"Transcriptomics"
"SIM1","Factor1",-0.0408187732100487,"Transcriptomics"
"WNT2B","Factor1",0.0167638119310141,"Transcriptomics"
"KNL1","Factor1",-0.134959012269974,"Transcriptomics"
"PTPRN","Factor1",0.123058967292309,"Transcriptomics"
"ADIPOQ","Factor1",-0.0107645522803068,"Transcriptomics"
"NETO2","Factor1",-0.318343341350555,"Transcriptomics"
"RBP1","Factor1",-0.331782042980194,"Transcriptomics"
"CLDN15","Factor1",-0.013796060346067,"Transcriptomics"
"ALDH1L2","Factor1",0.170935988426208,"Transcriptomics"
"APOLD1","Factor1",-0.195311740040779,"Transcriptomics"
"HOXB5","Factor1",-0.0329683721065521,"Transcriptomics"
"FOXD3","Factor1",-0.240561693906784,"Transcriptomics"
"TNMD","Factor1",-0.0268784072250128,"Transcriptomics"
"RBP7","Factor1",0.0146293118596077,"Transcriptomics"
"ANGPTL4","Factor1",0.0618957541882992,"Transcriptomics"
"GEMIN7","Factor1",-0.0385552830994129,"Transcriptomics"
"CXCL10","Factor1",-0.00669683795422316,"Transcriptomics"
"MRGPRG","Factor1",-0.44210809469223,"Transcriptomics"
"ALAS2","Factor1",0.294258207082748,"Transcriptomics"
"CHCHD6","Factor1",0.091436855494976,"Transcriptomics"
"NUF2","Factor1",-0.137596249580383,"Transcriptomics"
"UNC5C","Factor1",-0.204142168164253,"Transcriptomics"
"COL1A1","Factor1",-0.0766865164041519,"Transcriptomics"
"ITGAD","Factor1",-0.233848661184311,"Transcriptomics"
"SPP1","Factor1",0.072743333876133,"Transcriptomics"
"ELFN1","Factor1",-0.336664885282516,"Transcriptomics"
"MEGF6","Factor1",-0.189178913831711,"Transcriptomics"
"PENK","Factor1",0.215536430478096,"Transcriptomics"
"SHC4","Factor1",-0.0193974133580923,"Transcriptomics"
"EFCAB6","Factor1",-0.333778381347656,"Transcriptomics"
"ABAT","Factor1",-0.0798229277133942,"Transcriptomics"
"PTX3","Factor1",-0.12612484395504,"Transcriptomics"
"DOCK3","Factor1",-0.0124994227662683,"Transcriptomics"
"SAMSN1","Factor1",0.140318721532822,"Transcriptomics"
"WNT16","Factor1",-0.0845456793904305,"Transcriptomics"
"FBXO17","Factor1",0.130261763930321,"Transcriptomics"
"PNPLA3","Factor1",-0.0267255064100027,"Transcriptomics"
"ABCC2","Factor1",-0.170059993863106,"Transcriptomics"
"ANO9","Factor1",-0.0174493789672852,"Transcriptomics"
"NALF1","Factor1",0.26910400390625,"Transcriptomics"
"PRRG4","Factor1",-0.00272858771495521,"Transcriptomics"
"CCL11","Factor1",-0.114456653594971,"Transcriptomics"
"REEP2","Factor1",0.0358301661908627,"Transcriptomics"
"APOBEC3H","Factor1",0.0533934943377972,"Transcriptomics"
"CADM2","Factor1",-0.164576306939125,"Transcriptomics"
"RASD1","Factor1",-0.223147973418236,"Transcriptomics"
"CCDC150","Factor1",-0.241436511278152,"Transcriptomics"
"MAPK4","Factor1",-0.0690070390701294,"Transcriptomics"
"ISG15","Factor1",0.0224126968532801,"Transcriptomics"
"MROH2A","Factor1",-0.0591426081955433,"Transcriptomics"
"SEPTIN3","Factor1",-0.16092649102211,"Transcriptomics"
"NRK","Factor1",-0.114954486489296,"Transcriptomics"
"STMN2","Factor1",-0.462834477424622,"Transcriptomics"
"AK5","Factor1",-0.0339809432625771,"Transcriptomics"
"TCF23","Factor1",-0.287768930196762,"Transcriptomics"
"MYO3B","Factor1",0.1939587444067,"Transcriptomics"
"PTPN22","Factor1",0.109290815889835,"Transcriptomics"
"CGREF1","Factor1",0.0322750248014927,"Transcriptomics"
"PIK3C2G","Factor1",-0.0476855523884296,"Transcriptomics"
"PTPRCAP","Factor1",-0.1147685572505,"Transcriptomics"
"APCDD1L","Factor1",-0.131761103868484,"Transcriptomics"
"SYP","Factor1",-0.135820686817169,"Transcriptomics"
"ABCG4","Factor1",-0.0782732963562012,"Transcriptomics"
"TMEM150B","Factor1",0.0591773428022861,"Transcriptomics"
"GZMB","Factor1",-0.196938961744308,"Transcriptomics"
"CDKL4","Factor1",-0.0364599227905273,"Transcriptomics"
"ANO4","Factor1",0.0552984960377216,"Transcriptomics"
"ODAPH","Factor1",-0.00382086005993187,"Transcriptomics"
"RASL10A","Factor1",-0.0164997428655624,"Transcriptomics"
"TMEM179","Factor1",-0.067018635571003,"Transcriptomics"
"PLD6","Factor1",0.0320422239601612,"Transcriptomics"
"CNTNAP4","Factor1",-0.165308892726898,"Transcriptomics"
"FCGBP","Factor1",-0.0233166106045246,"Transcriptomics"
"KCNA1","Factor1",-0.133736938238144,"Transcriptomics"
"INHBC","Factor1",0.253878712654114,"Transcriptomics"
"KIF24","Factor1",0.0902294814586639,"Transcriptomics"
"CDA","Factor1",0.236414045095444,"Transcriptomics"
"PRR15","Factor1",0.0125750172883272,"Transcriptomics"
"SFTPB","Factor1",-0.196262925863266,"Transcriptomics"
"MYCL","Factor1",-0.107371263206005,"Transcriptomics"
"ERICH3","Factor1",0.0724720880389214,"Transcriptomics"
"NINL","Factor1",-0.21570460498333,"Transcriptomics"
"KIF4A","Factor1",0.124369576573372,"Transcriptomics"
"GCNT7","Factor1",0.0548914186656475,"Transcriptomics"
"SOX10","Factor1",-0.179038107395172,"Transcriptomics"
"MRGPRX2","Factor1",-0.0123261455446482,"Transcriptomics"
"HIF3A","Factor1",-0.00676627736538649,"Transcriptomics"
"PLLP","Factor1",-0.0875980854034424,"Transcriptomics"
"CDH24","Factor1",-0.124832421541214,"Transcriptomics"
"CLEC4M","Factor1",-0.271110951900482,"Transcriptomics"
"CTHRC1","Factor1",-0.0493965223431587,"Transcriptomics"
"TBX4","Factor1",-0.213735669851303,"Transcriptomics"
"AKR1C2","Factor1",0.0220988839864731,"Transcriptomics"
"ADRB1","Factor1",-0.164866596460342,"Transcriptomics"
"SPHKAP","Factor1",0.111902110278606,"Transcriptomics"
"IKZF3","Factor1",-0.108850315213203,"Transcriptomics"
"PRC1","Factor1",-0.233337745070457,"Transcriptomics"
"SHROOM2","Factor1",-0.287612348794937,"Transcriptomics"
"NUPR1","Factor1",-0.00328440545126796,"Transcriptomics"
"LRRC4B","Factor1",-0.165473893284798,"Transcriptomics"
"P2RX1","Factor1",-0.0452977009117603,"Transcriptomics"
"RAP1GAP","Factor1",-0.240960419178009,"Transcriptomics"
"CX3CR1","Factor1",-0.128111138939857,"Transcriptomics"
"SPATA45","Factor1",0.181820407509804,"Transcriptomics"
"HBA1","Factor1",0.256535798311234,"Transcriptomics"
"MLLT11","Factor1",0.15344712138176,"Transcriptomics"
"GRAP","Factor1",-0.231341600418091,"Transcriptomics"
"PLIN1","Factor1",-0.0582323633134365,"Transcriptomics"
"CCDC13","Factor1",-0.249570623040199,"Transcriptomics"
"WDR72","Factor1",-0.113122165203094,"Transcriptomics"
"SHC3","Factor1",0.04888566583395,"Transcriptomics"
"TNFAIP8L3","Factor1",-0.0058037512935698,"Transcriptomics"
"EPHB1","Factor1",-0.151130363345146,"Transcriptomics"
"ATF3","Factor1",-0.0416512787342072,"Transcriptomics"
"SERPINB6","Factor1",0.0111154420301318,"Transcriptomics"
"IGFALS","Factor1",-0.00178201659582555,"Transcriptomics"
"AKR1C3","Factor1",-0.174386337399483,"Transcriptomics"
"MPPED1","Factor1",-0.264544993638992,"Transcriptomics"
"ARHGEF16","Factor1",0.0559803172945976,"Transcriptomics"
"ITGB8","Factor1",-0.00850620400160551,"Transcriptomics"
"LILRA1","Factor1",0.18636779487133,"Transcriptomics"
"LILRA2","Factor1",0.18636779487133,"Transcriptomics"
"LILRA4","Factor1",0.18636779487133,"Transcriptomics"
"LILRB1","Factor1",0.18636779487133,"Transcriptomics"
"LILRB2","Factor1",0.18636779487133,"Transcriptomics"
"LILRB5","Factor1",0.18636779487133,"Transcriptomics"
"GALNT9","Factor1",-0.0275943949818611,"Transcriptomics"
"SYT14","Factor1",-0.0316904634237289,"Transcriptomics"
"GPR37L1","Factor1",-0.0695817917585373,"Transcriptomics"
"CH25H","Factor1",-0.11209449917078,"Transcriptomics"
"LY86","Factor1",-0.0181789193302393,"Transcriptomics"
"CDCA7","Factor1",-0.127706632018089,"Transcriptomics"
"ELFN2","Factor1",0.0265481825917959,"Transcriptomics"
"FAXC","Factor1",-0.116341523826122,"Transcriptomics"
"TRNP1","Factor1",0.0326019823551178,"Transcriptomics"
"COL6A5","Factor1",-0.179145753383636,"Transcriptomics"
"IGSF9B","Factor1",-0.112363316118717,"Transcriptomics"
"CUX2","Factor1",0.162568718194962,"Transcriptomics"
"MBOAT2","Factor1",0.12646895647049,"Transcriptomics"
"MT-ND4L","Factor1",0.0721083357930183,"Transcriptomics"
"SLC14A2","Factor1",0.171319976449013,"Transcriptomics"
"CARMIL2","Factor1",0.0600401498377323,"Transcriptomics"
"PITX1","Factor1",-0.137193828821182,"Transcriptomics"
"CCER2","Factor1",0.175627112388611,"Transcriptomics"
"HTR2B","Factor1",-0.00729311164468527,"Transcriptomics"
"ADAMTS16","Factor1",-0.130627080798149,"Transcriptomics"
"PAMR1","Factor1",-0.217853412032127,"Transcriptomics"
"SLAMF1","Factor1",-0.253603547811508,"Transcriptomics"
"SLCO4A1","Factor1",-0.0526082217693329,"Transcriptomics"
"ARNT2","Factor1",0.127076730132103,"Transcriptomics"
"ALOX12","Factor1",-0.0199921894818544,"Transcriptomics"
"TMEM35A","Factor1",-0.031344298273325,"Transcriptomics"
"HPGD","Factor1",-0.00443503120914102,"Transcriptomics"
"AKNAD1","Factor1",0.187779113650322,"Transcriptomics"
"TREM2","Factor1",0.215014427900314,"Transcriptomics"
"DERL3","Factor1",-0.0684421360492706,"Transcriptomics"
"HEPACAM","Factor1",-0.0887661725282669,"Transcriptomics"
"ALDH8A1","Factor1",-0.047790601849556,"Transcriptomics"
"HLA-DOB","Factor1",0.0645138695836067,"Transcriptomics"
"HCN4","Factor1",-0.063935361802578,"Transcriptomics"
"CNR1","Factor1",-0.173673838376999,"Transcriptomics"
"ANKRD2","Factor1",0.0832590460777283,"Transcriptomics"
"DIPK1C","Factor1",0.00251936470158398,"Transcriptomics"
"CGN","Factor1",-0.312143951654434,"Transcriptomics"
"CDC7","Factor1",-0.088395930826664,"Transcriptomics"
"THRSP","Factor1",-0.218633130192757,"Transcriptomics"
"GINS3","Factor1",-0.0976049527525902,"Transcriptomics"
"TMEM37","Factor1",0.394294738769531,"Transcriptomics"
"ODF3L1","Factor1",-0.0796133354306221,"Transcriptomics"
"PHF21B","Factor1",-0.0403281077742577,"Transcriptomics"
"FAM167A","Factor1",-0.18591482937336,"Transcriptomics"
"NTM","Factor1",-0.0233654677867889,"Transcriptomics"
"SLC16A8","Factor1",-0.080253005027771,"Transcriptomics"
"GNB3","Factor1",0.0497211702167988,"Transcriptomics"
"MAS1","Factor1",0.0481604225933552,"Transcriptomics"
"AQP7","Factor1",0.097736157476902,"Transcriptomics"
"CHAC1","Factor1",-0.217618227005005,"Transcriptomics"
"ARRDC2","Factor1",-0.0580017678439617,"Transcriptomics"
"ARG2","Factor1",0.135997906327248,"Transcriptomics"
"KIF1A","Factor1",-0.125185668468475,"Transcriptomics"
"GPR171","Factor1",-0.231692135334015,"Transcriptomics"
"MACROH2A2","Factor1",-0.178394079208374,"Transcriptomics"
"COL9A1","Factor1",-0.123993292450905,"Transcriptomics"
"KNTC1","Factor1",-0.100303061306477,"Transcriptomics"
"RAB27B","Factor1",-0.100171379745007,"Transcriptomics"
"DNAJC6","Factor1",-0.0247290786355734,"Transcriptomics"
"PACSIN1","Factor1",-0.17460210621357,"Transcriptomics"
"NXPE2","Factor1",-0.08001509308815,"Transcriptomics"
"MS4A6E","Factor1",0.0918300449848175,"Transcriptomics"
"RORB","Factor1",-0.11072152107954,"Transcriptomics"
"IRX3","Factor1",0.521625399589539,"Transcriptomics"
"FUT2","Factor1",0.0883658975362778,"Transcriptomics"
"SNCA","Factor1",0.00374862225726247,"Transcriptomics"
"MPIG6B","Factor1",-0.119193494319916,"Transcriptomics"
"METTL24","Factor1",-0.177584871649742,"Transcriptomics"
"KIF19","Factor1",-0.116860643029213,"Transcriptomics"
"FAM124B","Factor1",-0.00930892676115036,"Transcriptomics"
"LINGO4","Factor1",-0.0511440634727478,"Transcriptomics"
"DENND2D","Factor1",-0.015397097915411,"Transcriptomics"
"CD6","Factor1",0.437781244516373,"Transcriptomics"
"ZAP70","Factor1",-0.280047088861465,"Transcriptomics"
"COL11A1","Factor1",-0.00329551566392183,"Transcriptomics"
"DEF6","Factor1",0.00769822206348181,"Transcriptomics"
"CXCR3","Factor1",-0.247447147965431,"Transcriptomics"
"NOD2","Factor1",-0.131968572735786,"Transcriptomics"
"HELLS","Factor1",-0.00538589293137193,"Transcriptomics"
"TLCD3B","Factor1",-0.115552812814713,"Transcriptomics"
"PPP4R4","Factor1",-0.0293771922588348,"Transcriptomics"
"TNC","Factor1",0.00172471767291427,"Transcriptomics"
"PEG10","Factor1",-0.28107538819313,"Transcriptomics"
"GPR160","Factor1",-0.0222393050789833,"Transcriptomics"
"NRN1","Factor1",-0.288179397583008,"Transcriptomics"
"PLA2G5","Factor1",-0.158294677734375,"Transcriptomics"
"IL7R","Factor1",-0.0463083498179913,"Transcriptomics"
"SERPINA3","Factor1",0.327996462583542,"Transcriptomics"
"MARCHF1","Factor1",-0.0444380864500999,"Transcriptomics"
"CIART","Factor1",0.0269014369696379,"Transcriptomics"
"ESCO2","Factor1",-0.070964016020298,"Transcriptomics"
"TACR1","Factor1",0.164440810680389,"Transcriptomics"
"KCNK4","Factor1",0.032286711037159,"Transcriptomics"
"CCSER1","Factor1",-0.136338979005814,"Transcriptomics"
"MT3","Factor1",-0.134101644158363,"Transcriptomics"
"KCNG2","Factor1",0.0438378043472767,"Transcriptomics"
"FLT3","Factor1",0.149201452732086,"Transcriptomics"
"PLA2G4E","Factor1",-0.0521802417933941,"Transcriptomics"
"ADGRB1","Factor1",-0.055710457265377,"Transcriptomics"
"NME3","Factor1",-0.0701524540781975,"Transcriptomics"
"ITGA2","Factor1",-0.0569720417261124,"Transcriptomics"
"BRINP2","Factor1",-0.175805538892746,"Transcriptomics"
"STAC","Factor1",0.0386908873915672,"Transcriptomics"
"ZNF784","Factor1",0.0305906794965267,"Transcriptomics"
"SLC16A11","Factor1",-0.048933070152998,"Transcriptomics"
"CENPP","Factor1",0.0177987199276686,"Transcriptomics"
"NEFM","Factor1",-0.0594186224043369,"Transcriptomics"
"GGT7","Factor1",-0.143127083778381,"Transcriptomics"
"PSAT1","Factor1",-0.171968877315521,"Transcriptomics"
"STIL","Factor1",0.0300530139356852,"Transcriptomics"
"TMEM108","Factor1",0.0765956565737724,"Transcriptomics"
"CLEC7A","Factor1",0.126636251807213,"Transcriptomics"
"HHIPL2","Factor1",-0.0869079157710075,"Transcriptomics"
"KIF18B","Factor1",0.0288098696619272,"Transcriptomics"
"NGFR","Factor1",-0.0694866105914116,"Transcriptomics"
"ZNF660","Factor1",-0.118291482329369,"Transcriptomics"
"KIF11","Factor1",-0.129257336258888,"Transcriptomics"
"RDH16","Factor1",0.285638779401779,"Transcriptomics"
"HJURP","Factor1",-0.000901688355952501,"Transcriptomics"
"SCAMP5","Factor1",0.138441696763039,"Transcriptomics"
"ACTC1","Factor1",0.100514449179173,"Transcriptomics"
